title,genre,year,director1,producer1,producer2,runningTime,writer1,writer2,actor1,actor2
Lone Wolf McQuade,Drama,1983,Carver  Steve (I),Ben-Ami  Yoram,Carver  Steve (I),107,Dyal  H. Kaye,Nelson  B.J.,Carradine  David,Kennedy  Leon Isaac
Lone Wolf McQuade,Thriller,1983,Carver  Steve (I),Ben-Ami  Yoram,Carver  Steve (I),107,Dyal  H. Kaye,Nelson  B.J.,Carradine  David,Kennedy  Leon Isaac
Lone Wolf McQuade,Western,1983,Carver  Steve (I),Ben-Ami  Yoram,Carver  Steve (I),107,Dyal  H. Kaye,Nelson  B.J.,Carradine  David,Kennedy  Leon Isaac
Love Field,Drama,1992,Kaplan  Jonathan (I),Goodman  George (I),Guinzburg  Kate,102,Roos  Don,?,Haysbert  Dennis,Kerwin  Brian
Lie huo zhan che,Action,1995,Yee  Tung-Shing,Chan  Alexander,Leung  Fanny,114,Law  Chi-Leung,Yee  Tung-Shing,Chin  Kar Lok,Chun  Paul
Lie huo zhan che,Drama,1995,Yee  Tung-Shing,Chan  Alexander,Leung  Fanny,114,Law  Chi-Leung,Yee  Tung-Shing,Chin  Kar Lok,Chun  Paul
Rappresaglia,Drama,1973,Cosmatos  George P.,Breen  Philip M.,Cooper  A. Seymour,110,Cosmatos  George P.,De Caro  Lucio (I),Burton  Richard (I),Mastroianni  Marcello
Rappresaglia,History,1973,Cosmatos  George P.,Breen  Philip M.,Cooper  A. Seymour,110,Cosmatos  George P.,De Caro  Lucio (I),Burton  Richard (I),Mastroianni  Marcello
Rappresaglia,War,1973,Cosmatos  George P.,Breen  Philip M.,Cooper  A. Seymour,110,Cosmatos  George P.,De Caro  Lucio (I),Burton  Richard (I),Mastroianni  Marcello
Horse Crazy,Family,2001,Hendershot  Eric,Hendershot  Dickilyn,Hendershot  Eric,84,Hendershot  Eric,?,Cronin  Jonathan (II),Glauser  Michael
Kunwara,Comedy,2000,Dhawan  David,Aravind  Allu,Taurani  Kumar Sadhuram,134,Jaffery  Rumi,Nagendra Babu,Govinda (I),Puri  Om
Kunwara,Drama,2000,Dhawan  David,Aravind  Allu,Taurani  Kumar Sadhuram,134,Jaffery  Rumi,Nagendra Babu,Govinda (I),Puri  Om
Kunwara,Romance,2000,Dhawan  David,Aravind  Allu,Taurani  Kumar Sadhuram,134,Jaffery  Rumi,Nagendra Babu,Govinda (I),Puri  Om
Lovesick Captivity,Thriller,2011,Creepersin  Creep,Creepersin  Creep,Creepersin  Creep,75,Creepersin  Creep,?,Vaughn  Charlie,Vox  Dylan
Sugatang puso,Drama,2001,Reyes  Jose Javier,Chan  Charyl,Monteverde  Lily Y.,120,Reyes  Jose Javier,?,Aquino  Carlo,De Leon  Christopher (I)
O papatrehas,Comedy,1966,Thalassinos  Errikos,Vengos  Thanasis,?,90,Eleftheriou  Napoleon,?,Vengos  Thanasis,?
Las modelos de desnudos,Comedy,1983,Castro  V?ctor Manuel,Calder?n  Guillermo (I),?,105,Castro  V?ctor Manuel,Cavazos  Francisco,Garc?a  Andr?s (I),Trujillo  Valent?n (I)
Las modelos de desnudos,Drama,1983,Castro  V?ctor Manuel,Calder?n  Guillermo (I),?,105,Castro  V?ctor Manuel,Cavazos  Francisco,Garc?a  Andr?s (I),Trujillo  Valent?n (I)
Lihis,Drama,2013,Lamangan  Joel,Evangelista  Dennis (I),Evangelista  Dennis (I),100,Lee  Ricardo,?,Bascon  Joem,Cuenca  Jake
Nosangeseo,Drama,1981,Nam  Ki-nam (I),Kim  In-dong,?,100,Hong  Ji Un,?,Kim  Guk-hyeon,Yun  Il-bong
Nosangeseo,Thriller,1981,Nam  Ki-nam (I),Kim  In-dong,?,100,Hong  Ji Un,?,Kim  Guk-hyeon,Yun  Il-bong
Nam dae yeo,Comedy,1970,Byeon  Jang-ho,Kim  Dong-su (I),?,90,Chu  Shik,?,Jang  Dong-hwi,Kim  Hui-ra
Lost in Yonkers,Comedy,1993,Coolidge  Martha,Azenberg  Emanuel,Caracciolo  Joseph M.,114,Simon  Neil (I),Simon  Neil (I),Dreyfuss  Richard,Stoll  Brad
Lost in Yonkers,Drama,1993,Coolidge  Martha,Azenberg  Emanuel,Caracciolo  Joseph M.,114,Simon  Neil (I),Simon  Neil (I),Dreyfuss  Richard,Stoll  Brad
I Went Down,Action,1997,Breathnach  Paddy,Collins  David (I),Shivas  Mark,107,McPherson  Conor,?,McDonald  Peter (I),McElhatton  Michael
I Went Down,Comedy,1997,Breathnach  Paddy,Collins  David (I),Shivas  Mark,107,McPherson  Conor,?,McDonald  Peter (I),McElhatton  Michael
I Went Down,Crime,1997,Breathnach  Paddy,Collins  David (I),Shivas  Mark,107,McPherson  Conor,?,McDonald  Peter (I),McElhatton  Michael
I Went Down,Drama,1997,Breathnach  Paddy,Collins  David (I),Shivas  Mark,107,McPherson  Conor,?,McDonald  Peter (I),McElhatton  Michael
Lilac,Drama,2014,?,Barry  Jake,Bashaw  Andrew,6,Barry  Jake,Bashaw  Andrew,Bumgarner  Tony,Higgins  James (XVI)
Lilac,Short,2014,?,Barry  Jake,Bashaw  Andrew,6,Barry  Jake,Bashaw  Andrew,Bumgarner  Tony,Higgins  James (XVI)
Neujeodo geu nalgaji,Drama,1969,Kim  Ki-duk (I),Cha  Tae-jin,?,95,Kang  Jo-won,?,Shin  Sung-il,?
Fouskothalassies,Comedy,1966,Laskos  Orestis,Lazaridis  Giorgos (I),Psarras  Kostas (III),85,Bogris  Dimitris,Lazaridis  Giorgos (I),Douzos  Andreas,Papagiannopoulos  Dionysis
Fouskothalassies,Romance,1966,Laskos  Orestis,Lazaridis  Giorgos (I),Psarras  Kostas (III),85,Bogris  Dimitris,Lazaridis  Giorgos (I),Douzos  Andreas,Papagiannopoulos  Dionysis
La teta y la luna,Comedy,1994,Luna  Bigas,Campoy  Eduardo,G?lin  Xavier,90,Bargall?  Josep,Canals  Cuca,Darmon  G?rard,Poveda  Miguel (I)
La teta y la luna,Romance,1994,Luna  Bigas,Campoy  Eduardo,G?lin  Xavier,90,Bargall?  Josep,Canals  Cuca,Darmon  G?rard,Poveda  Miguel (I)
Badampung,Thriller,1992,Eom  Jong-seon,Hwang  Ki-seong,?,109,Hong  Ji Un,?,Jeon  Mu-song,Yu  Cheol
Darr,Drama,1993,Chopra  Yash,Chopra  Yash,Shah  Bharat S.,178,Irani  Honey,Irani  Honey,Deol  Sunny (I),Kapoor  Annu
Darr,Mystery,1993,Chopra  Yash,Chopra  Yash,Shah  Bharat S.,178,Irani  Honey,Irani  Honey,Deol  Sunny (I),Kapoor  Annu
Darr,Romance,1993,Chopra  Yash,Chopra  Yash,Shah  Bharat S.,178,Irani  Honey,Irani  Honey,Deol  Sunny (I),Kapoor  Annu
Darr,Thriller,1993,Chopra  Yash,Chopra  Yash,Shah  Bharat S.,178,Irani  Honey,Irani  Honey,Deol  Sunny (I),Kapoor  Annu
Dong fang san xia,Action,1993,To  Johnnie,Cheng  Cora,Ching  Siu-Tung,88,Maeby  Jack,Shaw  Sandy (III),Lau  Damian,?
Dong fang san xia,Fantasy,1993,To  Johnnie,Cheng  Cora,Ching  Siu-Tung,88,Maeby  Jack,Shaw  Sandy (III),Lau  Damian,?
Drowning by Numbers,Comedy,1988,Greenaway  Peter,Jaques  Peter,Kasander  Kees,118,Greenaway  Peter,?,Hill  Bernard (I),?
Drowning by Numbers,Drama,1988,Greenaway  Peter,Jaques  Peter,Kasander  Kees,118,Greenaway  Peter,?,Hill  Bernard (I),?
The House on Carroll Street,Drama,1988,Yates  Peter (I),Benton  Robert (I),Colesberry  Robert F.,101,Bernstein  Walter,?,Daniels  Jeff (I),Patinkin  Mandy
The House on Carroll Street,Thriller,1988,Yates  Peter (I),Benton  Robert (I),Colesberry  Robert F.,101,Bernstein  Walter,?,Daniels  Jeff (I),Patinkin  Mandy
Beverly Hills Cop II,Action,1987,Scott  Tony (I),Bruckheimer  Jerry,Simpson  Don (I),100,Bach  Danilo,Ferguson  Larry (I),Cox  Ronny (I),Murphy  Eddie (I)
Beverly Hills Cop II,Comedy,1987,Scott  Tony (I),Bruckheimer  Jerry,Simpson  Don (I),100,Bach  Danilo,Ferguson  Larry (I),Cox  Ronny (I),Murphy  Eddie (I)
Beverly Hills Cop II,Crime,1987,Scott  Tony (I),Bruckheimer  Jerry,Simpson  Don (I),100,Bach  Danilo,Ferguson  Larry (I),Cox  Ronny (I),Murphy  Eddie (I)
Beverly Hills Cop II,Thriller,1987,Scott  Tony (I),Bruckheimer  Jerry,Simpson  Don (I),100,Bach  Danilo,Ferguson  Larry (I),Cox  Ronny (I),Murphy  Eddie (I)
Le due vite di Mattia Pascal,Comedy,1985,Monicelli  Mario,Cucchi  Carlo,D'Amico Bendico  Silvia,125,Cecchi D'Amico  Suso,De Concini  Ennio,Bucci  Flavio,Mastroianni  Marcello
Korean Connection,Action,1990,Ko  Young Nam (I),Kang  Shin-yeong,?,117,Jo  Kab-je,?,Shin  Sung-il,?
Korean Connection,Crime,1990,Ko  Young Nam (I),Kang  Shin-yeong,?,117,Jo  Kab-je,?,Shin  Sung-il,?
Korean Connection,Drama,1990,Ko  Young Nam (I),Kang  Shin-yeong,?,117,Jo  Kab-je,?,Shin  Sung-il,?
Litan,Horror,1982,Mocky  Jean-Pierre,Mocky  Jean-Pierre,?,88,Granier  Patrick,Mocky  Jean-Pierre,Ferrer  Nino,Mocky  Jean-Pierre
A Fine Madness,Comedy,1966,Kershner  Irvin,Hellman  Jerome,?,104,Baker  Elliott,Baker  Elliott,Connery  Sean,O'Neal  Patrick (I)
A Fine Madness,Drama,1966,Kershner  Irvin,Hellman  Jerome,?,104,Baker  Elliott,Baker  Elliott,Connery  Sean,O'Neal  Patrick (I)
A Fine Madness,Romance,1966,Kershner  Irvin,Hellman  Jerome,?,104,Baker  Elliott,Baker  Elliott,Connery  Sean,O'Neal  Patrick (I)
Mahapurush,Comedy,1965,Ray  Satyajit,Bansal  R.D.,?,65,Basu  Rajshekhar 'Parashuram',Ray  Satyajit,Ghosh  Charuprakash,Ghosh  Robi (I)
Omkara,Action,2006,Bhardwaj  Vishal (I),Chadha  Inderjit,Joshi  Sanjeev (I),155,Bhardwaj  Vishal (I),Bhardwaj  Vishal (I),Devgn  Ajay,Khan  Saif Ali
Omkara,Crime,2006,Bhardwaj  Vishal (I),Chadha  Inderjit,Joshi  Sanjeev (I),155,Bhardwaj  Vishal (I),Bhardwaj  Vishal (I),Devgn  Ajay,Khan  Saif Ali
Omkara,Drama,2006,Bhardwaj  Vishal (I),Chadha  Inderjit,Joshi  Sanjeev (I),155,Bhardwaj  Vishal (I),Bhardwaj  Vishal (I),Devgn  Ajay,Khan  Saif Ali
Omkara,Romance,2006,Bhardwaj  Vishal (I),Chadha  Inderjit,Joshi  Sanjeev (I),155,Bhardwaj  Vishal (I),Bhardwaj  Vishal (I),Devgn  Ajay,Khan  Saif Ali
Omkara,Thriller,2006,Bhardwaj  Vishal (I),Chadha  Inderjit,Joshi  Sanjeev (I),155,Bhardwaj  Vishal (I),Bhardwaj  Vishal (I),Devgn  Ajay,Khan  Saif Ali
I lunghi capelli della morte,Horror,1964,Margheriti  Antonio,Testa Gay  Felice,?,96,Gastaldi  Ernesto,Margheriti  Antonio,Ardisson  George,?
Jagko,Drama,1980,Im  Kwon-taek,Kang  Dae-jin,?,110,Song  Kil-han,?,Choi  Yun-seok,Kim  Hui-ra
Samguk yeohan,Horror,1982,Kim  In Soo (I),Lee  Jae-hun,?,93,Kwon  Ryong,?,Ahn  Seong-tae,Jeong  Gyu-yeong
Ssangdongi ggoma sarang,Action,1971,Lee  Gyu-woong,Kang  Dae-jin,?,98,Lee  Jang-su (I),?,Kim  Jeong-hun (I),?
Ssangdongi ggoma sarang,Mystery,1971,Lee  Gyu-woong,Kang  Dae-jin,?,98,Lee  Jang-su (I),?,Kim  Jeong-hun (I),?
La guerrillera de Villa,Comedy,1967,Morayta  Miguel,Elvira S?nchez de Aparicio  Gonzalo,?,97,Galiana  Fernando,Galiana  Fernando,Alem?n  Julio,Moreno  Jos? El?as (I)
La guerrillera de Villa,Drama,1967,Morayta  Miguel,Elvira S?nchez de Aparicio  Gonzalo,?,97,Galiana  Fernando,Galiana  Fernando,Alem?n  Julio,Moreno  Jos? El?as (I)
La guerrillera de Villa,Romance,1967,Morayta  Miguel,Elvira S?nchez de Aparicio  Gonzalo,?,97,Galiana  Fernando,Galiana  Fernando,Alem?n  Julio,Moreno  Jos? El?as (I)
La guerrillera de Villa,War,1967,Morayta  Miguel,Elvira S?nchez de Aparicio  Gonzalo,?,97,Galiana  Fernando,Galiana  Fernando,Alem?n  Julio,Moreno  Jos? El?as (I)
Dolawayo Busanhang,Crime,1978,Kim  Sung-su (I),Kim  In-dong,?,100,Park  Ok-sang,?,Kim  Hui-ra,Yu  Jeong-hyeon
Dolawayo Busanhang,Drama,1978,Kim  Sung-su (I),Kim  In-dong,?,100,Park  Ok-sang,?,Kim  Hui-ra,Yu  Jeong-hyeon
Dhol,Comedy,2007,Priyadarshan (I),Bhalerao  Mangesh,Patil  Sarita,145,Korde  Manisha,?,Joshi  Sharman,Kapoor  Tusshar
Dhol,Crime,2007,Priyadarshan (I),Bhalerao  Mangesh,Patil  Sarita,145,Korde  Manisha,?,Joshi  Sharman,Kapoor  Tusshar
Dhol,Thriller,2007,Priyadarshan (I),Bhalerao  Mangesh,Patil  Sarita,145,Korde  Manisha,?,Joshi  Sharman,Kapoor  Tusshar
Naeileul hyanghae dalryeora,Comedy,1979,Choi  Hun,Kang  Dae-jin,?,105,Song  Kil-han,?,Choi  Bool-am,Choi  Cheong-hun
Naeileul hyanghae dalryeora,Drama,1979,Choi  Hun,Kang  Dae-jin,?,105,Song  Kil-han,?,Choi  Bool-am,Choi  Cheong-hun
Naeileul hyanghae dalryeora,Romance,1979,Choi  Hun,Kang  Dae-jin,?,105,Song  Kil-han,?,Choi  Bool-am,Choi  Cheong-hun
Llanto por un bandido,Drama,1964,Saura  Carlos,Dibildos  Jos? Luis,?,100,Camus  Mario,Camus  Mario,Leroy  Philippe (I),Rabal  Francisco
Llanto por un bandido,History,1964,Saura  Carlos,Dibildos  Jos? Luis,?,100,Camus  Mario,Camus  Mario,Leroy  Philippe (I),Rabal  Francisco
La banda del Polvo Maldito,Action,1979,Mart?nez Solares  Gilberto,Agras?nchez  Rogelio,?,85,Agras?nchez  Rogelio,Mart?nez Solares  Adolfo,Hud  Antonio de,Silvestre  Armando
La banda del Polvo Maldito,Crime,1979,Mart?nez Solares  Gilberto,Agras?nchez  Rogelio,?,85,Agras?nchez  Rogelio,Mart?nez Solares  Adolfo,Hud  Antonio de,Silvestre  Armando
La banda del Polvo Maldito,Thriller,1979,Mart?nez Solares  Gilberto,Agras?nchez  Rogelio,?,85,Agras?nchez  Rogelio,Mart?nez Solares  Adolfo,Hud  Antonio de,Silvestre  Armando
An Unmarried Woman,Comedy,1978,Mazursky  Paul,Mazursky  Paul,Ray  Anthony (I),124,Mazursky  Paul,?,Bates  Alan (I),Gorman  Cliff (I)
An Unmarried Woman,Drama,1978,Mazursky  Paul,Mazursky  Paul,Ray  Anthony (I),124,Mazursky  Paul,?,Bates  Alan (I),Gorman  Cliff (I)
An Unmarried Woman,Romance,1978,Mazursky  Paul,Mazursky  Paul,Ray  Anthony (I),124,Mazursky  Paul,?,Bates  Alan (I),Gorman  Cliff (I)
Welcome to Hard Times,Drama,1967,Kennedy  Burt,Karr  David,Moonjean  Hank,103,Doctorow  E.L.,Kennedy  Burt,Fonda  Henry,Wynn  Keenan
Welcome to Hard Times,Western,1967,Kennedy  Burt,Karr  David,Moonjean  Hank,103,Doctorow  E.L.,Kennedy  Burt,Fonda  Henry,Wynn  Keenan
Morfing,Adventure,1996,Atanes  Carlos,Atanes  Carlos,Garc?a  Alex (I),30,Atanes  Carlos,?,Atanes  Carlos,Salgado  Kike
Morfing,Short,1996,Atanes  Carlos,Atanes  Carlos,Garc?a  Alex (I),30,Atanes  Carlos,?,Atanes  Carlos,Salgado  Kike
Janggunui adeul II,Action,1991,Im  Kwon-taek,Lee  Tae-won (I),?,103,Hong  Song-yu,?,Lee  Il-jae,Park  Sang-min (I)
Janggunui adeul II,Crime,1991,Im  Kwon-taek,Lee  Tae-won (I),?,103,Hong  Song-yu,?,Lee  Il-jae,Park  Sang-min (I)
Janggunui adeul II,Drama,1991,Im  Kwon-taek,Lee  Tae-won (I),?,103,Hong  Song-yu,?,Lee  Il-jae,Park  Sang-min (I)
Entre dos aguas,Documentary,2012,?,Cam?n  Quique,Cruz  Javier (IV),90,Calvo  Javier (VI),Lim?n  Javier,Corea  Chick,de Luc?a  Paco
Repo Man,Comedy,1984,Cox  Alex (I),McCarthy  Peter (I),Nesmith  Michael,92,Cox  Alex (I),?,Estevez  Emilio,Stanton  Harry Dean
Repo Man,Crime,1984,Cox  Alex (I),McCarthy  Peter (I),Nesmith  Michael,92,Cox  Alex (I),?,Estevez  Emilio,Stanton  Harry Dean
Repo Man,Sci-Fi,1984,Cox  Alex (I),McCarthy  Peter (I),Nesmith  Michael,92,Cox  Alex (I),?,Estevez  Emilio,Stanton  Harry Dean
Repo Man,Thriller,1984,Cox  Alex (I),McCarthy  Peter (I),Nesmith  Michael,92,Cox  Alex (I),?,Estevez  Emilio,Stanton  Harry Dean
Mi aventura en Puerto Rico,Adventure,1977,Hern?ndez  Mario (I),Aguilar  Antonio (I),?,90,Aguilar  Antonio (I),Hern?ndez  Mario (I),Aguilar hijo  Antonio,Aguilar  Antonio (I)
Mi aventura en Puerto Rico,Comedy,1977,Hern?ndez  Mario (I),Aguilar  Antonio (I),?,90,Aguilar  Antonio (I),Hern?ndez  Mario (I),Aguilar hijo  Antonio,Aguilar  Antonio (I)
Mi aventura en Puerto Rico,Drama,1977,Hern?ndez  Mario (I),Aguilar  Antonio (I),?,90,Aguilar  Antonio (I),Hern?ndez  Mario (I),Aguilar hijo  Antonio,Aguilar  Antonio (I)
Mi aventura en Puerto Rico,Family,1977,Hern?ndez  Mario (I),Aguilar  Antonio (I),?,90,Aguilar  Antonio (I),Hern?ndez  Mario (I),Aguilar hijo  Antonio,Aguilar  Antonio (I)
Mi aventura en Puerto Rico,Musical,1977,Hern?ndez  Mario (I),Aguilar  Antonio (I),?,90,Aguilar  Antonio (I),Hern?ndez  Mario (I),Aguilar hijo  Antonio,Aguilar  Antonio (I)
Slave of Pleasure,Adult,1978,Costello  Shaun,Costello  Shaun,?,83,Costello  Shaun,?,Caine  Roger,Gillis  Jamie
Slave of Pleasure,Crime,1978,Costello  Shaun,Costello  Shaun,?,83,Costello  Shaun,?,Caine  Roger,Gillis  Jamie
Hurlevent,Drama,1985,Rivette  Jacques,Marignac  Martine,?,130,Bonitzer  Pascal,Bonitzer  Pascal,Belvaux  Lucas,?
Hurlevent,Mystery,1985,Rivette  Jacques,Marignac  Martine,?,130,Bonitzer  Pascal,Bonitzer  Pascal,Belvaux  Lucas,?
Hurlevent,Romance,1985,Rivette  Jacques,Marignac  Martine,?,130,Bonitzer  Pascal,Bonitzer  Pascal,Belvaux  Lucas,?
Daetalchul,Action,1975,Kim  Shi-hyeon,Jeong  Jin-woo,?,95,Yun  Seok-hun,?,Kim  Ki-Ju,Mo  Sa-seong
The World According to Garp,Comedy,1982,Hill  George Roy,Crawford Jr.  Robert,Hill  George Roy,136,Irving  John (I),Tesich  Steve,Lithgow  John (I),Williams  Robin (I)
The World According to Garp,Drama,1982,Hill  George Roy,Crawford Jr.  Robert,Hill  George Roy,136,Irving  John (I),Tesich  Steve,Lithgow  John (I),Williams  Robin (I)
Insaf Ka Tarazu,Crime,1980,Chopra  B.R.,Chopra  B.R.,Chopra  Madan,146,Kumar  Shabd (I),Kumar  Shabd (I),Babbar  Raj,?
Insaf Ka Tarazu,Drama,1980,Chopra  B.R.,Chopra  B.R.,Chopra  Madan,146,Kumar  Shabd (I),Kumar  Shabd (I),Babbar  Raj,?
Insaf Ka Tarazu,Family,1980,Chopra  B.R.,Chopra  B.R.,Chopra  Madan,146,Kumar  Shabd (I),Kumar  Shabd (I),Babbar  Raj,?
Symphonie pour un massacre,Crime,1963,Deray  Jacques,Derode  Julien,?,115,Deray  Jacques,Giovanni  Jos?,Auclair  Michel (I),Dauphin  Claude
Symphonie pour un massacre,Drama,1963,Deray  Jacques,Derode  Julien,?,115,Deray  Jacques,Giovanni  Jos?,Auclair  Michel (I),Dauphin  Claude
The Pope of Greenwich Village,Action,1984,Rosenberg  Stuart (I),Kirkwood  Gene,Koch  Hawk,121,Patrick  Vincent (I),Patrick  Vincent (I),Roberts  Eric (I),Rourke  Mickey
The Pope of Greenwich Village,Comedy,1984,Rosenberg  Stuart (I),Kirkwood  Gene,Koch  Hawk,121,Patrick  Vincent (I),Patrick  Vincent (I),Roberts  Eric (I),Rourke  Mickey
The Pope of Greenwich Village,Crime,1984,Rosenberg  Stuart (I),Kirkwood  Gene,Koch  Hawk,121,Patrick  Vincent (I),Patrick  Vincent (I),Roberts  Eric (I),Rourke  Mickey
The Pope of Greenwich Village,Drama,1984,Rosenberg  Stuart (I),Kirkwood  Gene,Koch  Hawk,121,Patrick  Vincent (I),Patrick  Vincent (I),Roberts  Eric (I),Rourke  Mickey
Nuga yongui baltobeul boatneunga,Mystery,1991,Kang  Woo-Suk,Kim  Wan-bae,?,98,Kang  Je-kyu,?,Ahn  Sung-kee,Park  Geun-hyeong
Nuga yongui baltobeul boatneunga,Thriller,1991,Kang  Woo-Suk,Kim  Wan-bae,?,98,Kang  Je-kyu,?,Ahn  Sung-kee,Park  Geun-hyeong
Feast of Love,Drama,2007,Benton  Robert (I),Forzano  Marisa,Gidlow  Ted,101,Baxter  Charles (IV),Burnett  Allison,Burke  Billy (I),Freeman  Morgan (I)
Feast of Love,Romance,2007,Benton  Robert (I),Forzano  Marisa,Gidlow  Ted,101,Baxter  Charles (IV),Burnett  Allison,Burke  Billy (I),Freeman  Morgan (I)
Las tres magnificas,Comedy,1970,Morayta  Miguel,Brooks  ?scar J.,?,95,Brooks  ?scar J.,G?mez Bola?os  Roberto,Garc?a  Eleazar (I),?
Gaseum dallin namja,Comedy,1993,Shin  Seung-Soo,Kim  Jonathan (I),?,110,Kim  Jonathan (I),?,Choi  Min-su,Kim  Il-woo
Angae doshi,Mystery,1989,Kim  Sung-su (I),Kim  Yong-deok,?,105,Lee  Sang-woo (I),?,Lee  Dae-kun,?
Angae doshi,Thriller,1989,Kim  Sung-su (I),Kim  Yong-deok,?,105,Lee  Sang-woo (I),?,Lee  Dae-kun,?
Once Upon a Time in Mexico,Action,2003,Rodriguez  Robert (I),Avellan  Elizabeth,Gallardo  Carlos (I),102,Rodriguez  Robert (I),?,Banderas  Antonio,Depp  Johnny
Once Upon a Time in Mexico,Thriller,2003,Rodriguez  Robert (I),Avellan  Elizabeth,Gallardo  Carlos (I),102,Rodriguez  Robert (I),?,Banderas  Antonio,Depp  Johnny
Plennyy,Action,2008,Uchitel  Aleksey,Adashkina  Anastasiya,Bystrova  Elena,80,Dekin  Timofei,Makanin  Vladimir,Krikunov  Vyacheslav,Logachev  Pyotr
Plennyy,Drama,2008,Uchitel  Aleksey,Adashkina  Anastasiya,Bystrova  Elena,80,Dekin  Timofei,Makanin  Vladimir,Krikunov  Vyacheslav,Logachev  Pyotr
Naneun gobaekhanda,Drama,1976,Jeong  So-yeong (I),Jeong  Jin-woo,?,95,Kim  Su-hyeon (I),?,Yu  Yeong-guk,Yun  Il-bong
Baekugido bame uneunga,Drama,1981,Jeong  Jin-woo,Jeong  Jin-woo,?,120,Jeong  Bi-seok,?,Lee  Dae-kun,?
La vergine di Norimberga,Horror,1963,Margheriti  Antonio,Vicario  Marco,?,84,Bogart  Frank,Gastaldi  Ernesto,Dolen  Jim,?
Yuan yue wan dao,Action,1979,Chor  Yuen,Shaw  Runme,?,95,Chin  Yu (I),Ku  Lung,Yee  Tung-Shing,?
Yuan yue wan dao,Drama,1979,Chor  Yuen,Shaw  Runme,?,95,Chin  Yu (I),Ku  Lung,Yee  Tung-Shing,?
Yuan yue wan dao,Romance,1979,Chor  Yuen,Shaw  Runme,?,95,Chin  Yu (I),Ku  Lung,Yee  Tung-Shing,?
Gde cveta limun zut,Documentary,2006,Sotra  Zdravko,Jankovic  Zoran (II),?,95,Sotra  Zdravko,Vitezovic  Milovan,Cvijanovic  Zoran,Ilic  Dragoslav (I)
Horis goneis ki adelfia,Drama,1964,Strantzalis  Kostas,Strantzalis  Kostas,?,82,Foskolos  Nikos (I),?,Bakas  Kostas,Kakavas  Costas
Bu san,Comedy,2003,Tsai  Ming-liang,Chu  Ai-Lun,Liang  Hung-Chih,82,Hsi  Sung,Tsai  Ming-liang,Lee  Kang-sheng,Miao  Tien
Bu san,Drama,2003,Tsai  Ming-liang,Chu  Ai-Lun,Liang  Hung-Chih,82,Hsi  Sung,Tsai  Ming-liang,Lee  Kang-sheng,Miao  Tien
Sunday Serenade,Drama,2010,Robbins  Sophia,Hulme  Brian (I),King  Archer,8,Orkoulas  Anna,Robbins  Sophia,King  Archer,#
Sunday Serenade,Short,2010,Robbins  Sophia,Hulme  Brian (I),King  Archer,8,Orkoulas  Anna,Robbins  Sophia,King  Archer,#
The Shootist,Drama,1976,Siegel  Don,Frankovich  M.J.,Self  William (I),100,Hale  Scott (I),Swarthout  Glendon,Howard  Ron (I),Stewart  James (I)
The Shootist,Western,1976,Siegel  Don,Frankovich  M.J.,Self  William (I),100,Hale  Scott (I),Swarthout  Glendon,Howard  Ron (I),Stewart  James (I)
No hay cruces en el mar,Drama,1968,Soler  Juli?n (I),Carre?o  Mercedes,Zakany Almada  Jos? Lorenzo,87,Carre?o  Mercedes,Ferreira  Ram?n,Armend?riz Jr.  Pedro,Fern?ndez  Jaime (II)
No hay cruces en el mar,Romance,1968,Soler  Juli?n (I),Carre?o  Mercedes,Zakany Almada  Jos? Lorenzo,87,Carre?o  Mercedes,Ferreira  Ram?n,Armend?riz Jr.  Pedro,Fern?ndez  Jaime (II)
La morte viene dal pianeta Aytin,Drama,1967,Margheriti  Antonio,Fryd  Joseph,Manley  Walter (I),90,Finger  Bill (II),Margheriti  Antonio,Bradley  Wilbert,?
La morte viene dal pianeta Aytin,Sci-Fi,1967,Margheriti  Antonio,Fryd  Joseph,Manley  Walter (I),90,Finger  Bill (II),Margheriti  Antonio,Bradley  Wilbert,?
A Small Circle of Friends,Drama,1980,Cohen  Rob (I),Zinnemann  Tim,?,113,Sacks  Ezra,?,Davis  Brad (I),Parker  Jameson (I)
Ernest in the Army,Comedy,1998,Cherry III  John R.,Badish  Kenneth M.,Cherry III  John R.,85,Cherry III  John R.,Dattorre  Joseph,Davids  Christo,Varney  Jim (I)
Ernest in the Army,Family,1998,Cherry III  John R.,Badish  Kenneth M.,Cherry III  John R.,85,Cherry III  John R.,Dattorre  Joseph,Davids  Christo,Varney  Jim (I)
Six Dance Lessons in Six Weeks,Comedy,2014,Seidelman  Arthur Allan,Brodek  Thomas H.,Gatty?n  Gy?rgy (I),107,Alfieri  Richard (I),?,Jackson  Cheyenne,Sands  Julian
Six Dance Lessons in Six Weeks,Drama,2014,Seidelman  Arthur Allan,Brodek  Thomas H.,Gatty?n  Gy?rgy (I),107,Alfieri  Richard (I),?,Jackson  Cheyenne,Sands  Julian
Benji the Hunted,Adventure,1987,Camp  Joe (I),Camp  Carolyn H.,Hearne  Erwin,88,Camp  Joe (I),?,Inn  Frank,Steagall  Red
Benji the Hunted,Family,1987,Camp  Joe (I),Camp  Carolyn H.,Hearne  Erwin,88,Camp  Joe (I),?,Inn  Frank,Steagall  Red
Idyllwild,Drama,2014,?,Cao  Zenas (II),Hu  Grace (II),22,Cao  Zenas (II),Cao  Zenas (II),Wang  Yue Shen (I),?
